Ordem de prod,Ref. do Artigo,Data de prod,Temperatura (F°),Peso médio (g),Comprimento médio (mm),Diâmetro,Área da gota (mm),Gotas cortadas (toneladas),Total de Frascos no Dia (unidade),Total de Defeitos no Dia,Onda no fundo,Terminação deformada,Racho no anel,Sujo de óleo,Cascão,Frasco caído na esteira,Dupla costura,Frio,Lascado em produção,Dobra,Trinca por choque térmico,Racho na costura,Racho na terminação,Cava no ombro,Ombro mal cheio,Ombro deformado,Martelado,Aderido
193112,C1164.0000R,2024-01-02,2189.0799999999986,168.3,77.6,41.6,3228.16,21.857,130180,203,0,0,0,125,0,0,0,0,1,17,8,0,5,0,0,0,0,0
193112,C1164.0000R,2024-01-03,2142.5599999999995,167.8,110.4,32.5,3588.0,0.985,5876,222,0,0,0,38,0,0,0,0,0,10,0,0,3,0,0,0,0,0
193164,C1280.0000R,2024-01-11,2126.599999999999,145.3,110.9,33.9,3759.51,12.494,86168,293,0,1,0,30,0,18,0,0,0,6,8,0,0,0,0,0,1,0
193164,C1280.0000R,2024-01-12,2128.9199999999987,148.5,95.2,35.7,3398.6400000000003,20.045,138240,240,0,3,0,98,0,17,0,14,0,2,9,0,6,1,0,0,0,0
193164,C1280.0000R,2024-01-13,2128.9999999999995,148.5,87.4,34.0,2971.6000000000004,20.287,138196,171,0,2,0,38,0,0,0,1,3,1,0,0,10,3,0,0,0,1
193164,C1280.0000R,2024-01-14,2127.3199999999983,145.9,98.0,37.6,3684.8,20.121,138238,231,0,0,1,73,0,0,0,3,2,7,10,0,19,0,0,0,0,0
193164,C1280.0000R,2024-01-15,2124.74,146.6,99.6,36.2,3605.52,20.261,138242,229,0,1,0,98,0,7,0,0,2,0,12,0,26,0,0,0,0,1
193164,C1280.0000R,2024-01-16,2123.9999999999995,147.1,98.3,36.5,3587.95,20.403,138240,231,0,4,1,75,0,0,0,0,2,2,23,0,36,0,0,0,0,0
193164,C1280.0000R,2024-01-17,2123.9999999999995,147.2,96.7,36.0,3481.2000000000003,20.4,138240,198,0,1,0,75,0,0,0,0,1,8,17,0,21,0,0,0,0,0
193164,C1280.0000R,2024-01-18,2123.6799999999994,148.1,96.6,36.2,3496.92,20.429,138238,215,0,0,0,95,0,0,0,0,0,6,9,0,35,0,0,0,0,0
193164,C1280.0000R,2024-01-19,2119.999999999998,147.8,97.5,36.4,3549.0,20.464,138242,212,0,3,0,52,0,15,1,0,8,1,4,0,28,0,0,0,0,0
193164,C1280.0000R,2024-01-20,2119.999999999998,147.5,108.6,34.2,3714.12,20.353,138240,224,2,0,0,79,0,6,0,0,3,1,15,0,20,0,0,0,0,0
193164,C1280.0000R,2024-01-21,2117.5199999999986,148.2,107.7,34.0,3661.8,20.422,138238,224,0,0,0,73,0,0,2,0,8,8,14,1,9,0,0,0,0,0
193164,C1280.0000R,2024-01-22,2067.1599999999994,148.9,104.9,34.5,3619.05,20.447,138238,193,0,0,0,65,0,0,0,1,4,1,8,0,10,1,0,0,0,0
193206,C1284.0000R,2024-01-25,2195.0499999999997,172.5,82.2,32.3,2655.06,22.406,129588,208,0,0,0,53,0,13,0,0,2,9,1,0,7,0,0,0,0,0
193206,C1284.0000R,2024-01-26,2177.3699999999994,171.2,91.9,38.6,3547.34,21.226,124196,255,0,0,0,50,0,7,0,0,1,14,2,0,27,1,0,1,0,0
193206,C1284.0000R,2024-01-27,2160.1899999999987,170.5,91.2,39.0,3556.8,22.082,129594,287,0,0,0,94,0,0,0,0,3,2,3,0,24,0,0,0,0,0
193206,C1284.0000R,2024-01-28,2150.039999999999,170.4,96.3,37.6,3620.88,8.598,50318,291,0,0,0,48,0,0,3,0,4,1,0,0,7,0,0,0,0,0
193207,C1298.0000R,2024-01-28,2148.029999999999,169.6,96.3,37.6,3620.88,8.823,51860,291,0,0,0,17,0,0,0,1,1,0,1,0,2,0,0,0,0,0
193207,C1298.0000R,2024-01-29,2144.1099999999988,170.6,99.8,37.1,3702.58,14.741,86400,243,0,1,0,63,0,0,0,0,10,0,6,0,2,0,0,0,0,0
193207,C1298.0000R,2024-01-30,2137.6299999999987,170.1,94.8,35.0,3318.0,14.685,86400,201,0,2,1,58,0,0,0,0,3,2,12,0,2,0,0,0,0,0
193207,C1298.0000R,2024-01-31,2137.6299999999987,171.7,102.9,36.6,3766.1400000000003,14.851,86398,229,0,0,0,89,0,0,0,0,5,0,21,0,8,0,0,0,0,0
193207,C1298.0000R,2024-02-01,2136.579999999999,171.5,101.5,36.8,3735.2,14.783,86402,201,0,0,0,51,0,0,3,0,6,10,11,0,4,0,0,0,0,0
193207,C1298.0000R,2024-02-02,2137.1099999999988,171.0,99.5,37.1,3691.4500000000003,14.169,82800,220,0,0,0,91,0,3,3,3,4,1,6,0,12,0,0,0,0,0
193207,C1298.0000R,2024-02-03,2137.0499999999997,171.3,99.7,37.0,3688.9,14.749,86398,187,0,1,0,78,0,0,0,0,4,2,4,0,12,0,0,0,0,0
193207,C1298.0000R,2024-02-04,2137.0499999999997,171.1,100.7,36.8,3705.7599999999998,14.777,86402,201,0,0,0,139,0,0,0,0,0,0,6,0,7,0,0,0,0,0
193207,C1298.0000R,2024-02-05,2137.0499999999997,171.0,99.4,37.0,3677.8,14.787,86398,191,0,0,0,104,0,2,2,0,6,1,8,0,16,0,0,0,0,0
193207,C1298.0000R,2024-02-06,2140.679999999998,170.8,87.7,34.6,3034.42,10.55,61800,166,0,0,0,64,0,0,0,0,6,11,12,0,14,0,0,0,0,0
193208,C0104.0000R,2024-02-07,2180.7699999999995,122.0,75.3,34.2,2575.26,14.451,118238,127,0,0,0,19,0,0,0,0,0,4,14,0,0,0,0,0,0,2
193208,C0104.0000R,2024-02-08,2171.8799999999987,122.2,46.7,20.7,966.69,5.292,43462,242,0,0,0,29,0,0,0,0,2,0,3,0,3,0,0,0,0,0
193209,C0509.0000R,2024-02-08,2167.7699999999995,191.6,46.7,20.7,966.69,13.213,71104,242,0,0,0,3,0,10,0,2,0,8,9,0,2,0,0,0,0,0
193209,C0509.0000R,2024-02-09,2128.059999999999,191.0,87.3,18.6,1623.78,21.495,112318,305,0,6,2,65,0,4,0,2,2,28,17,0,6,0,0,0,0,0
193209,C0509.0000R,2024-02-10,2116.1699999999987,190.9,141.6,33.4,4729.44,21.441,112316,276,0,0,1,75,0,8,0,0,3,14,11,0,10,0,0,0,2,0
193209,C0509.0000R,2024-02-11,2110.369999999999,191.5,11.0,2.9,31.9,21.508,112318,277,0,4,3,46,0,31,0,7,11,28,16,1,5,0,0,0,11,0
193209,C0509.0000R,2024-02-12,2122.179999999999,191.7,0.0,0.0,0.0,21.535,112316,280,2,4,10,54,0,21,0,12,10,26,17,1,3,0,0,0,10,0
193209,C0509.0000R,2024-02-13,2126.2,191.8,0.0,0.0,0.0,21.507,112318,305,0,1,2,115,0,0,0,4,4,22,14,0,3,0,2,0,16,0
193209,C0509.0000R,2024-02-14,2151.9799999999987,191.0,24.0,9.7,232.79999999999998,1.114,5850,122,0,1,3,8,0,0,0,0,5,4,8,0,1,0,0,0,0,0
